*-------------------------------------------------------------------------------------------
* system regs
*-------------------------------------------------------------------------------------------
* RegName           		RegAddr       RegMask      R     W     Description
*-------------------------------------------------------------------------------------------
  sys_id_char4			  00000001    000000ff     1     0
firmware_id			  00000002    ffffffff     1     0
  ver_major			  00000002    f0000000     1     0
  ver_minor			  00000002    0f000000     1     0
  ver_build			  00000002    00ff0000     1     0
  firmware_yy			  00000002    0000fe00     1     0
  firmware_mm			  00000002    000001e0     1     0
  firmware_dd			  00000002    0000001f     1     0
*
test				  00000003    ffffffff     1     1
*
ctrl				  00000004    ffffffff     1     1
  pcie_clk_fsel			  00000004    00000001     1     1
  pcie_clk_mr			  00000004    00000002     1     1
  pcie_clk_oe			  00000004    00000004     1     1
  cdce_powerup			  00000004    00000010     1     1
  cdce_refsel			  00000004    00000020     1	 1
  cdce_sync			  00000004    00000040     1     1
  cdce_ctrl_sel    		  00000004    00000080     1     1
  tclkb_dr_en			  00000004    00000200     1     1
  xpoint2_s10			  00000004    00001000     1     1
  xpoint2_s11			  00000004    00002000     1     1
  xpoint1_s10			  00000004    00010000     1     1
  xpoint1_s11			  00000004    00020000     1     1
  xpoint1_s20			  00000004    00040000     1     1
  xpoint1_s21			  00000004    00080000     1     1
  xpoint1_s30 			  00000004    00100000     1     1
  xpoint1_s31			  00000004    00200000     1     1
  xpoint1_s40			  00000004    00400000     1     1
  xpoint1_s41			  00000004    00800000     1     1
  gbt_phase_mon_reset 		  00000004    04000000     1     1
  fpga_program_b_trst		  00000004    10000000     1     1
*
ctrl_2				  00000005    ffffffff     1     1
  icap_page			  00000005    00000003     1     1
  icap_trigg			  00000005    00000010     1     1
*
status          		  00000006    ffffffff     1     0
  glib_sfp1_status  		  00000006    00000007     1     0
  glib_sfp1_mod_abs 		  00000006    00000001     1     0
  glib_sfp1_rxlos 		  00000006    00000002     1     0
  glib_sfp1_txfault 		  00000006    00000004     1     0
  glib_sfp2_status  		  00000006    00000070     1     0
  glib_sfp2_mod_abs 		  00000006    00000010     1     0
  glib_sfp2_rxlos 		  00000006    00000020     1     0
  glib_sfp2_txfault 		  00000006    00000040     1     0
  glib_sfp3_status  		  00000006    00000700     1     0
  glib_sfp3_mod_abs 		  00000006    00000100     1     0
  glib_sfp3_rxlos 		  00000006    00000200     1     0
  glib_sfp3_txfault 		  00000006    00000400     1     0
  glib_sfp4_status  		  00000006    00007000     1     0
  glib_sfp4_mod_abs 		  00000006    00001000     1     0
  glib_sfp4_rxlos 		  00000006    00002000     1     0
  glib_sfp4_txfault 		  00000006    00004000     1     0
  gbe_int 			  00000006    00010000     1     0
  fmc1_present    		  00000006    00020000     1     0
  fmc2_present    		  00000006    00040000     1     0
  fpga_reset	    		  00000006    00080000     1     0
  v6_cpld         		  00000006    03f00000     1     0
  cdce_lock       		  00000006    08000000     1     0
  sfp_phase_mon_done    	  00000006    10000000     1     0
  sfp_phase_mon_ok      	  00000006    20000000     1     0
  fmc1_phase_mon_done   	  00000006    40000000     1     0
  fmc1_phase_mon_ok     	  00000006    80000000     1     0
*
status_2			  00000007    ffffffff     1     0
*
ctrl_sram			  00000008    ffffffff     1     1
  sram1_user_logic		  00000008    00000001     1     1
  sram1_bist_run		  00000008    00000002     1     1
  sram2_user_logic		  00000008    00010000     1     1
  sram2_bist_run		  00000008    00020000     1     1
  flash_select			  00000008    00100000     1     1
*
status_sram			  00000009    ffffffff     1     0
  sram1_bist_done		  00000009    00000001     1     0
  sram1_bist_ok			  00000009    00000002     1     0
  sram1_bist_errors		  00000009    00000ff0     1     0
  sram2_bist_done		  00000009    00010000     1     0
  sram2_bist_ok			  00000009    00020000     1     0
  sram2_bist_errors		  00000009    0ff00000     1     0
*
spi_txdata      		  0000000a    ffffffff     1     1
*
spi_command			  0000000b    ffffffff     1     1
  spi_autoclear  		  0000000b    f0000000     1     1
*
spi_rxdata      		  0000000c    ffffffff     1     0
*
i2c_settings    		  0000000d    ffffffff     1     1
  i2c_enable            	  0000000d    00000800     1     1
  i2c_bus_select        	  0000000d    00000400     1     1
  i2c_prescaler         	  0000000d    000003ff     1     1
*
i2c_command     		  0000000e    ffffffff     1     1
  i2c_autoclear  		  0000000e    f0000000     1     1 * special feature of that register, clears automatically the upper 4 bits
  i2c_strobe 	  		  0000000e    80000000     1     1
  i2c_mode16 	  		  0000000e    02000000     1     1
  i2c_write 	  		  0000000e    00800000     1     1
  i2c_slvaddr_7b  		  0000000e    007f0000     1     1
  i2c_wrdata  			  0000000e    000000ff     1     1
*
i2c_reply			  0000000f    ffffffff     1     0
  i2c_reply_status      	  0000000f    0c000000     1     0
  i2c_reply_8b			  0000000f    000000ff     1     0
  i2c_reply_16b			  0000000f    0000ffff     1     0
*
sfp_phase_mon_ctrl		  00000010   ffffffff      1     1
  sfp_phase_mon_lower   	  00000010   000000ff      1     1
  sfp_phase_mon_upper   	  00000010   0000ff00      1     1
sfp_phase_mon_stats 		  00000011   ffffffff      1     0

fmc1_phase_mon_ctrl		  00000012   ffffffff      1     1
  fmc1_phase_mon_lower  	  00000012   000000ff      1     1
  fmc1_phase_mon_upper  	  00000012   0000ff00      1     1
fmc1_phase_mon_stats 		  00000013   ffffffff      1     0

mac_ip_source			  0000001c   0fff0000      1     0
mac_b5				  0000001c   0000ff00      1     0
mac_b4				  0000001c   000000ff      1     0
mac_b3				  0000001d   ff000000      1     0
mac_b2				  0000001d   00ff0000      1     0
mac_b1				  0000001d   0000ff00      1     0
mac_b0				  0000001d   000000ff      1     0
ip_addr				  0000001e   ffffffff      1     0
ip_b3				  0000001e   ff000000      1     0
ip_b2				  0000001e   00ff0000      1     0
ip_b1				  0000001e   0000ff00      1     0
ip_b0				  0000001e   000000ff      1     0



*------------------------------------------------------------------------------------------
* sram memory space
*------------------------------------------------------------------------------------------
* RegName          		RegAddr     RegMask      R     W     Description
*------------------------------------------------------------------------------------------
sram1				02000000    ffffffff     1     1
sram2				04000000    ffffffff     1     1

*------------------------------------------------------------------------------------------
* icap memory space
*------------------------------------------------------------------------------------------
* RegName          		RegAddr     RegMask      R     W     Description
*------------------------------------------------------------------------------------------
icap     			00000200    ffffffff	 1     1

*------------------------------------------------------------------------------------------
* flash memory space
*------------------------------------------------------------------------------------------
* RegName          		RegAddr     RegMask      R     W     Description
*------------------------------------------------------------------------------------------
